group_id,record_type,reinsurer,participation,tipo,reasegurado,asegurado,direccion,periodo_inicio,periodo_fin,actividad,estimado_ingresos,interes_asegurable,limite_max_res,riesgos_cubiertos,condiciones_reaseguro,exclusiones,deducibles,prima_neta,soporte,base_cobertura,territorialidad,jurisdiccion,terminos_pago,anexos_clausulas,panel_participantes
9,Cotizacion,Reasegurador 13,25,Reaseguro Facultativo Todo Riesgo,"Seguros Central, S.A., Compañía de Seguros del Valle",Retail Gamma,"Boulevard Hidalgo 636, Col. Centro, Mérida, México",2025-07-01,2028-04-03,Administración de edificios corporativos y comerciales,4445943,Responsabilidad civil y pérdidas operacionales,1000000,"Terremoto, Incendio, Daños eléctricos, Pérdida de ingresos","Gastos de defensa incluidos, Cancelación por mutuo acuerdo, Sujeto a LMA 2001, Arbitraje internacional","Guerra y terrorismo, Contaminación, Inestabilidad política","General: USD 0; Robo: USD 16,000; Terremoto: USD 91,000; Daños eléctricos: USD 94,000; Pérdida de ingresos: USD 61,000",1481108,25% parte del 100%,Suma Directa,Canadá,Leyes de Estados Unidos,90 días,"NMA 2738 (Control de Reclamos), NMA 464 (Exclusión de Guerra y Guerra Civil), LMA 3100A (Limitación de Sanciones), LMA 3092 (All Risks), NMA 2910 (Cláusula de Inhabilitación), NMA 2962 (Exclusión de Daños por Agua)",
9,Cotizacion,Zenith,33,Reaseguro Facultativo Todo Riesgo,"Seguros Central, S.A., Compañía de Seguros del Valle",Retail Gamma,"Boulevard Hidalgo 636, Col. Centro, Mérida, México",2025-07-01,2028-04-03,Administración de edificios corporativos y comerciales,4445943,Responsabilidad civil y pérdidas operacionales,1000000,"Terremoto, Incendio, Daños eléctricos, Pérdida de ingresos","Gastos de defensa incluidos, Cancelación por mutuo acuerdo, Sujeto a LMA 2001, Arbitraje internacional","Guerra y terrorismo, Contaminación, Inestabilidad política","General: USD 0; Robo: USD 16,000; Terremoto: USD 91,000; Daños eléctricos: USD 94,000; Pérdida de ingresos: USD 61,000",1955063,33% parte del 100%,Suma Directa,Canadá,Leyes de Estados Unidos,90 días,"NMA 2738 (Control de Reclamos), NMA 464 (Exclusión de Guerra y Guerra Civil), LMA 3100A (Limitación de Sanciones), LMA 3092 (All Risks), NMA 2910 (Cláusula de Inhabilitación), NMA 2962 (Exclusión de Daños por Agua)",
9,Cotizacion,Gamma,1,Reaseguro Facultativo Todo Riesgo,"Seguros Central, S.A., Compañía de Seguros del Valle",Retail Gamma,"Boulevard Hidalgo 636, Col. Centro, Mérida, México",2025-07-01,2028-04-03,Administración de edificios corporativos y comerciales,4445943,Responsabilidad civil y pérdidas operacionales,1000000,"Terremoto, Incendio, Daños eléctricos, Pérdida de ingresos","Gastos de defensa incluidos, Cancelación por mutuo acuerdo, Sujeto a LMA 2001, Arbitraje internacional","Guerra y terrorismo, Contaminación, Inestabilidad política","General: USD 0; Robo: USD 16,000; Terremoto: USD 91,000; Daños eléctricos: USD 94,000; Pérdida de ingresos: USD 61,000",59244,1% parte del 100%,Suma Directa,Canadá,Leyes de Estados Unidos,90 días,"NMA 2738 (Control de Reclamos), NMA 464 (Exclusión de Guerra y Guerra Civil), LMA 3100A (Limitación de Sanciones), LMA 3092 (All Risks), NMA 2910 (Cláusula de Inhabilitación), NMA 2962 (Exclusión de Daños por Agua)",
9,Cotizacion,Reasegurador 20,20,Reaseguro Facultativo Todo Riesgo,"Seguros Central, S.A., Compañía de Seguros del Valle",Retail Gamma,"Boulevard Hidalgo 636, Col. Centro, Mérida, México",2025-07-01,2028-04-03,Administración de edificios corporativos y comerciales,4445943,Responsabilidad civil y pérdidas operacionales,1000000,"Terremoto, Incendio, Daños eléctricos, Pérdida de ingresos","Gastos de defensa incluidos, Cancelación por mutuo acuerdo, Sujeto a LMA 2001, Arbitraje internacional","Guerra y terrorismo, Contaminación, Inestabilidad política","General: USD 0; Robo: USD 16,000; Terremoto: USD 91,000; Daños eléctricos: USD 94,000; Pérdida de ingresos: USD 61,000",1184886,20% parte del 100%,Suma Directa,Canadá,Leyes de Estados Unidos,90 días,"NMA 2738 (Control de Reclamos), NMA 464 (Exclusión de Guerra y Guerra Civil), LMA 3100A (Limitación de Sanciones), LMA 3092 (All Risks), NMA 2910 (Cláusula de Inhabilitación), NMA 2962 (Exclusión de Daños por Agua)",
10,Nota,,,Reaseguro Facultativo de Autos,"Grupo Financiero Unión, Mutua Mexicana",Energía Epsilon,"Camino Real 375, Col. Roma, Puebla, México",2026-08-01,2027-11-05,Servicios financieros,6605919,Terremoto y huracanes,10000000,"Agua, Pérdida de ingresos, Daños eléctricos, Responsabilidad civil, Incendio, Terremoto","Sujeto a LMA 2001, Cancelación por mutuo acuerdo, Texto LMA 6000A","Inestabilidad política, Negligencia grave, Daños intencionales, Guerra y terrorismo","General: USD 55,000; Robo: USD 74,000; Terremoto: USD 84,000; Daños eléctricos: USD 75,000; Pérdida de ingresos: USD 47,000",1680095,100% parte del 100%,Suma Agregada,Canadá,Leyes de Canadá,30 días,"NMA 2910 (Cláusula de Inhabilitación), LMA 3092 (All Risks), NMA 2738 (Control de Reclamos), NMA 2962 (Exclusión de Daños por Agua)",Reasegurador 12 11% parte del 100%; Reasegurador 9 7% parte del 100%; Reasegurador 18 9% parte del 100%; Epsilon 3% parte del 100%; Reasegurador 14 13% parte del 100%; Omega 2% parte del 100%; Atlas 5% parte del 100%; Taurus 7% parte del 100%; Reasegurador 3 10% parte del 100%; Reasegurador 4 10% parte del 100%; Reasegurador 5 5% parte del 100%; Reasegurador 7 5% parte del 100%; Prisma 7% parte del 100%; Reasegurador 8 6% parte del 100%; Reasegurador 13 0% parte del 100%
10,Cotizacion,Reasegurador 12,11,Reaseguro Facultativo de Autos,"Grupo Financiero Unión, Mutua Mexicana",Energía Epsilon,"Camino Real 375, Col. Roma, Puebla, México",2026-08-01,2027-11-05,Servicios financieros,6605919,Terremoto y huracanes,10000000,"Agua, Pérdida de ingresos, Daños eléctricos, Responsabilidad civil, Incendio, Terremoto","Sujeto a LMA 2001, Cancelación por mutuo acuerdo, Texto LMA 6000A","Inestabilidad política, Negligencia grave, Daños intencionales, Guerra y terrorismo","General: USD 55,000; Robo: USD 74,000; Terremoto: USD 84,000; Daños eléctricos: USD 75,000; Pérdida de ingresos: USD 47,000",184810,11% parte del 100%,Suma Agregada,Canadá,Leyes de Canadá,30 días,"NMA 2910 (Cláusula de Inhabilitación), LMA 3092 (All Risks), NMA 2738 (Control de Reclamos), NMA 2962 (Exclusión de Daños por Agua)",
10,Cotizacion,Reasegurador 9,7,Reaseguro Facultativo de Autos,"Grupo Financiero Unión, Mutua Mexicana",Energía Epsilon,"Camino Real 375, Col. Roma, Puebla, México",2026-08-01,2027-11-05,Servicios financieros,6605919,Terremoto y huracanes,10000000,"Agua, Pérdida de ingresos, Daños eléctricos, Responsabilidad civil, Incendio, Terremoto","Sujeto a LMA 2001, Cancelación por mutuo acuerdo, Texto LMA 6000A","Inestabilidad política, Negligencia grave, Daños intencionales, Guerra y terrorismo","General: USD 55,000; Robo: USD 74,000; Terremoto: USD 84,000; Daños eléctricos: USD 75,000; Pérdida de ingresos: USD 47,000",117606,7% parte del 100%,Suma Agregada,Canadá,Leyes de Canadá,30 días,"NMA 2910 (Cláusula de Inhabilitación), LMA 3092 (All Risks), NMA 2738 (Control de Reclamos), NMA 2962 (Exclusión de Daños por Agua)",
10,Cotizacion,Reasegurador 18,9,Reaseguro Facultativo de Autos,"Grupo Financiero Unión, Mutua Mexicana",Energía Epsilon,"Camino Real 375, Col. Roma, Puebla, México",2026-08-01,2027-11-05,Servicios financieros,6605919,Terremoto y huracanes,10000000,"Agua, Pérdida de ingresos, Daños eléctricos, Responsabilidad civil, Incendio, Terremoto","Sujeto a LMA 2001, Cancelación por mutuo acuerdo, Texto LMA 6000A","Inestabilidad política, Negligencia grave, Daños intencionales, Guerra y terrorismo","General: USD 55,000; Robo: USD 74,000; Terremoto: USD 84,000; Daños eléctricos: USD 75,000; Pérdida de ingresos: USD 47,000",151208,9% parte del 100%,Suma Agregada,Canadá,Leyes de Canadá,30 días,"NMA 2910 (Cláusula de Inhabilitación), LMA 3092 (All Risks), NMA 2738 (Control de Reclamos), NMA 2962 (Exclusión de Daños por Agua)",
10,Cotizacion,Epsilon,3,Reaseguro Facultativo de Autos,"Grupo Financiero Unión, Mutua Mexicana",Energía Epsilon,"Camino Real 375, Col. Roma, Puebla, México",2026-08-01,2027-11-05,Servicios financieros,6605919,Terremoto y huracanes,10000000,"Agua, Pérdida de ingresos, Daños eléctricos, Responsabilidad civil, Incendio, Terremoto","Sujeto a LMA 2001, Cancelación por mutuo acuerdo, Texto LMA 6000A","Inestabilidad política, Negligencia grave, Daños intencionales, Guerra y terrorismo","General: USD 55,000; Robo: USD 74,000; Terremoto: USD 84,000; Daños eléctricos: USD 75,000; Pérdida de ingresos: USD 47,000",50402,3% parte del 100%,Suma Agregada,Canadá,Leyes de Canadá,30 días,"NMA 2910 (Cláusula de Inhabilitación), LMA 3092 (All Risks), NMA 2738 (Control de Reclamos), NMA 2962 (Exclusión de Daños por Agua)",
10,Cotizacion,Reasegurador 14,13,Reaseguro Facultativo de Autos,"Grupo Financiero Unión, Mutua Mexicana",Energía Epsilon,"Camino Real 375, Col. Roma, Puebla, México",2026-08-01,2027-11-05,Servicios financieros,6605919,Terremoto y huracanes,10000000,"Agua, Pérdida de ingresos, Daños eléctricos, Responsabilidad civil, Incendio, Terremoto","Sujeto a LMA 2001, Cancelación por mutuo acuerdo, Texto LMA 6000A","Inestabilidad política, Negligencia grave, Daños intencionales, Guerra y terrorismo","General: USD 55,000; Robo: USD 74,000; Terremoto: USD 84,000; Daños eléctricos: USD 75,000; Pérdida de ingresos: USD 47,000",218412,13% parte del 100%,Suma Agregada,Canadá,Leyes de Canadá,30 días,"NMA 2910 (Cláusula de Inhabilitación), LMA 3092 (All Risks), NMA 2738 (Control de Reclamos), NMA 2962 (Exclusión de Daños por Agua)",
10,Cotizacion,Omega,2,Reaseguro Facultativo de Autos,"Grupo Financiero Unión, Mutua Mexicana",Energía Epsilon,"Camino Real 375, Col. Roma, Puebla, México",2026-08-01,2027-11-05,Servicios financieros,6605919,Terremoto y huracanes,10000000,"Agua, Pérdida de ingresos, Daños eléctricos, Responsabilidad civil, Incendio, Terremoto","Sujeto a LMA 2001, Cancelación por mutuo acuerdo, Texto LMA 6000A","Inestabilidad política, Negligencia grave, Daños intencionales, Guerra y terrorismo","General: USD 55,000; Robo: USD 74,000; Terremoto: USD 84,000; Daños eléctricos: USD 75,000; Pérdida de ingresos: USD 47,000",33601,2% parte del 100%,Suma Agregada,Canadá,Leyes de Canadá,30 días,"NMA 2910 (Cláusula de Inhabilitación), LMA 3092 (All Risks), NMA 2738 (Control de Reclamos), NMA 2962 (Exclusión de Daños por Agua)",
10,Cotizacion,Atlas,5,Reaseguro Facultativo de Autos,"Grupo Financiero Unión, Mutua Mexicana",Energía Epsilon,"Camino Real 375, Col. Roma, Puebla, México",2026-08-01,2027-11-05,Servicios financieros,6605919,Terremoto y huracanes,10000000,"Agua, Pérdida de ingresos, Daños eléctricos, Responsabilidad civil, Incendio, Terremoto","Sujeto a LMA 2001, Cancelación por mutuo acuerdo, Texto LMA 6000A","Inestabilidad política, Negligencia grave, Daños intencionales, Guerra y terrorismo","General: USD 55,000; Robo: USD 74,000; Terremoto: USD 84,000; Daños eléctricos: USD 75,000; Pérdida de ingresos: USD 47,000",84004,5% parte del 100%,Suma Agregada,Canadá,Leyes de Canadá,30 días,"NMA 2910 (Cláusula de Inhabilitación), LMA 3092 (All Risks), NMA 2738 (Control de Reclamos), NMA 2962 (Exclusión de Daños por Agua)",
10,Cotizacion,Taurus,7,Reaseguro Facultativo de Autos,"Grupo Financiero Unión, Mutua Mexicana",Energía Epsilon,"Camino Real 375, Col. Roma, Puebla, México",2026-08-01,2027-11-05,Servicios financieros,6605919,Terremoto y huracanes,10000000,"Agua, Pérdida de ingresos, Daños eléctricos, Responsabilidad civil, Incendio, Terremoto","Sujeto a LMA 2001, Cancelación por mutuo acuerdo, Texto LMA 6000A","Inestabilidad política, Negligencia grave, Daños intencionales, Guerra y terrorismo","General: USD 55,000; Robo: USD 74,000; Terremoto: USD 84,000; Daños eléctricos: USD 75,000; Pérdida de ingresos: USD 47,000",117606,7% parte del 100%,Suma Agregada,Canadá,Leyes de Canadá,30 días,"NMA 2910 (Cláusula de Inhabilitación), LMA 3092 (All Risks), NMA 2738 (Control de Reclamos), NMA 2962 (Exclusión de Daños por Agua)",
10,Cotizacion,Reasegurador 3,10,Reaseguro Facultativo de Autos,"Grupo Financiero Unión, Mutua Mexicana",Energía Epsilon,"Camino Real 375, Col. Roma, Puebla, México",2026-08-01,2027-11-05,Servicios financieros,6605919,Terremoto y huracanes,10000000,"Agua, Pérdida de ingresos, Daños eléctricos, Responsabilidad civil, Incendio, Terremoto","Sujeto a LMA 2001, Cancelación por mutuo acuerdo, Texto LMA 6000A","Inestabilidad política, Negligencia grave, Daños intencionales, Guerra y terrorismo","General: USD 55,000; Robo: USD 74,000; Terremoto: USD 84,000; Daños eléctricos: USD 75,000; Pérdida de ingresos: USD 47,000",168009,10% parte del 100%,Suma Agregada,Canadá,Leyes de Canadá,30 días,"NMA 2910 (Cláusula de Inhabilitación), LMA 3092 (All Risks), NMA 2738 (Control de Reclamos), NMA 2962 (Exclusión de Daños por Agua)",
10,Cotizacion,Reasegurador 4,10,Reaseguro Facultativo de Autos,"Grupo Financiero Unión, Mutua Mexicana",Energía Epsilon,"Camino Real 375, Col. Roma, Puebla, México",2026-08-01,2027-11-05,Servicios financieros,6605919,Terremoto y huracanes,10000000,"Agua, Pérdida de ingresos, Daños eléctricos, Responsabilidad civil, Incendio, Terremoto","Sujeto a LMA 2001, Cancelación por mutuo acuerdo, Texto LMA 6000A","Inestabilidad política, Negligencia grave, Daños intencionales, Guerra y terrorismo","General: USD 55,000; Robo: USD 74,000; Terremoto: USD 84,000; Daños eléctricos: USD 75,000; Pérdida de ingresos: USD 47,000",168009,10% parte del 100%,Suma Agregada,Canadá,Leyes de Canadá,30 días,"NMA 2910 (Cláusula de Inhabilitación), LMA 3092 (All Risks), NMA 2738 (Control de Reclamos), NMA 2962 (Exclusión de Daños por Agua)",
10,Cotizacion,Reasegurador 5,5,Reaseguro Facultativo de Autos,"Grupo Financiero Unión, Mutua Mexicana",Energía Epsilon,"Camino Real 375, Col. Roma, Puebla, México",2026-08-01,2027-11-05,Servicios financieros,6605919,Terremoto y huracanes,10000000,"Agua, Pérdida de ingresos, Daños eléctricos, Responsabilidad civil, Incendio, Terremoto","Sujeto a LMA 2001, Cancelación por mutuo acuerdo, Texto LMA 6000A","Inestabilidad política, Negligencia grave, Daños intencionales, Guerra y terrorismo","General: USD 55,000; Robo: USD 74,000; Terremoto: USD 84,000; Daños eléctricos: USD 75,000; Pérdida de ingresos: USD 47,000",84004,5% parte del 100%,Suma Agregada,Canadá,Leyes de Canadá,30 días,"NMA 2910 (Cláusula de Inhabilitación), LMA 3092 (All Risks), NMA 2738 (Control de Reclamos), NMA 2962 (Exclusión de Daños por Agua)",
10,Cotizacion,Reasegurador 7,5,Reaseguro Facultativo de Autos,"Grupo Financiero Unión, Mutua Mexicana",Energía Epsilon,"Camino Real 375, Col. Roma, Puebla, México",2026-08-01,2027-11-05,Servicios financieros,6605919,Terremoto y huracanes,10000000,"Agua, Pérdida de ingresos, Daños eléctricos, Responsabilidad civil, Incendio, Terremoto","Sujeto a LMA 2001, Cancelación por mutuo acuerdo, Texto LMA 6000A","Inestabilidad política, Negligencia grave, Daños intencionales, Guerra y terrorismo","General: USD 55,000; Robo: USD 74,000; Terremoto: USD 84,000; Daños eléctricos: USD 75,000; Pérdida de ingresos: USD 47,000",84004,5% parte del 100%,Suma Agregada,Canadá,Leyes de Canadá,30 días,"NMA 2910 (Cláusula de Inhabilitación), LMA 3092 (All Risks), NMA 2738 (Control de Reclamos), NMA 2962 (Exclusión de Daños por Agua)",
10,Cotizacion,Prisma,7,Reaseguro Facultativo de Autos,"Grupo Financiero Unión, Mutua Mexicana",Energía Epsilon,"Camino Real 375, Col. Roma, Puebla, México",2026-08-01,2027-11-05,Servicios financieros,6605919,Terremoto y huracanes,10000000,"Agua, Pérdida de ingresos, Daños eléctricos, Responsabilidad civil, Incendio, Terremoto","Sujeto a LMA 2001, Cancelación por mutuo acuerdo, Texto LMA 6000A","Inestabilidad política, Negligencia grave, Daños intencionales, Guerra y terrorismo","General: USD 55,000; Robo: USD 74,000; Terremoto: USD 84,000; Daños eléctricos: USD 75,000; Pérdida de ingresos: USD 47,000",117606,7% parte del 100%,Suma Agregada,Canadá,Leyes de Canadá,30 días,"NMA 2910 (Cláusula de Inhabilitación), LMA 3092 (All Risks), NMA 2738 (Control de Reclamos), NMA 2962 (Exclusión de Daños por Agua)",
10,Cotizacion,Reasegurador 8,6,Reaseguro Facultativo de Autos,"Grupo Financiero Unión, Mutua Mexicana",Energía Epsilon,"Camino Real 375, Col. Roma, Puebla, México",2026-08-01,2027-11-05,Servicios financieros,6605919,Terremoto y huracanes,10000000,"Agua, Pérdida de ingresos, Daños eléctricos, Responsabilidad civil, Incendio, Terremoto","Sujeto a LMA 2001, Cancelación por mutuo acuerdo, Texto LMA 6000A","Inestabilidad política, Negligencia grave, Daños intencionales, Guerra y terrorismo","General: USD 55,000; Robo: USD 74,000; Terremoto: USD 84,000; Daños eléctricos: USD 75,000; Pérdida de ingresos: USD 47,000",100805,6% parte del 100%,Suma Agregada,Canadá,Leyes de Canadá,30 días,"NMA 2910 (Cláusula de Inhabilitación), LMA 3092 (All Risks), NMA 2738 (Control de Reclamos), NMA 2962 (Exclusión de Daños por Agua)",
10,Cotizacion,Reasegurador 13,0,Reaseguro Facultativo de Autos,"Grupo Financiero Unión, Mutua Mexicana",Energía Epsilon,"Camino Real 375, Col. Roma, Puebla, México",2026-08-01,2027-11-05,Servicios financieros,6605919,Terremoto y huracanes,10000000,"Agua, Pérdida de ingresos, Daños eléctricos, Responsabilidad civil, Incendio, Terremoto","Sujeto a LMA 2001, Cancelación por mutuo acuerdo, Texto LMA 6000A","Inestabilidad política, Negligencia grave, Daños intencionales, Guerra y terrorismo","General: USD 55,000; Robo: USD 74,000; Terremoto: USD 84,000; Daños eléctricos: USD 75,000; Pérdida de ingresos: USD 47,000",0,0% parte del 100%,Suma Agregada,Canadá,Leyes de Canadá,30 días,"NMA 2910 (Cláusula de Inhabilitación), LMA 3092 (All Risks), NMA 2738 (Control de Reclamos), NMA 2962 (Exclusión de Daños por Agua)",
11,Nota,,,Reaseguro Facultativo Todo Riesgo,"Aseguradora Nacional, Compañía de Seguros del Valle",Retail Gamma,"Calle Insurgentes 688, Col. Juárez, Guadalajara, México",2024-01-07,2026-10-29,Exploración minera,5059820,Robo y vandalismo,10000000,"Vandalismo, Robo, Agua","Texto LMA 6000A, Sujeto a LMA 2001","Actos delictivos, Contaminación, Daños intencionales, Negligencia grave","General: USD 53,000; Robo: USD 93,000; Terremoto: USD 76,000; Daños eléctricos: USD 4,000; Pérdida de ingresos: USD 50,000",7728228,100% parte del 100%,Ocurrencia,Canadá,Leyes mexicanas,90 días,"LMA 3092 (All Risks), NMA 2962 (Exclusión de Daños por Agua), LMA 3100A (Limitación de Sanciones), NMA 2738 (Control de Reclamos)",Epsilon 13% parte del 100%; Theta 87% parte del 100%
